
SPDR S&P 500 ETF Trust,Last: 388.67,Change:  -0.32
"Date: July 9, 2022 at 5:28 p.m. EDT",Bid: 388.68,Ask: 388.8,Size: 5*1,"Volume: 72,373,012"
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Wed Aug 03 2022,SPY220803C00315000,0,0,74.16,74.81,0,0.4519,0.9849,0.001,0,315.00,SPY220803P00315000,0.2,-0.045,0.18,0.19,30,0.3692,-0.0145,0.001,13
Wed Aug 03 2022,SPY220803C00320000,0,0,69.21,69.85,0,0.4227,0.9817,0.0012,0,320.00,SPY220803P00320000,0.25,-0.045,0.22,0.23,45,0.3548,-0.0176,0.0012,163
Wed Aug 03 2022,SPY220803C00325000,0,0,64.27,64.9,0,0.4009,0.9775,0.0015,0,325.00,SPY220803P00325000,0.33,-0.035,0.27,0.28,6,0.3406,-0.0218,0.0015,75
Wed Aug 03 2022,SPY220803C00330000,0,0,59.34,59.97,0,0.3814,0.9718,0.0018,0,330.00,SPY220803P00330000,0.35,-0.115,0.34,0.35,550,0.3276,-0.0275,0.0018,522
Wed Aug 03 2022,SPY220803C00335000,0,0,54.46,55.07,0,0.3616,0.9641,0.0023,0,335.00,SPY220803P00335000,0.44,-0.155,0.44,0.45,4,0.3159,-0.0353,0.0024,1232
Wed Aug 03 2022,SPY220803C00340000,0,0,49.62,50.22,0,0.3444,0.9534,0.003,0,340.00,SPY220803P00340000,0.62,-0.165,0.58,0.6,138,0.3064,-0.046,0.003,966
Wed Aug 03 2022,SPY220803C00342000,0,0,47.7,48.29,0,0.338,0.9481,0.0033,0,342.00,SPY220803P00342000,0.68,-0.195,0.66,0.67,212,0.3023,-0.0513,0.0033,13
Wed Aug 03 2022,SPY220803C00344000,0,0,45.8,46.38,0,0.3322,0.9421,0.0037,0,344.00,SPY220803P00344000,0.76,-0.225,0.74,0.76,43,0.2992,-0.0573,0.0037,11
Wed Aug 03 2022,SPY220803C00345000,0,0,44.85,45.43,0,0.3295,0.9388,0.0038,0,345.00,SPY220803P00345000,0.77,-0.27,0.79,0.81,174,0.2972,-0.0606,0.0038,841
Wed Aug 03 2022,SPY220803C00346000,0,0,43.91,44.48,0,0.3265,0.9354,0.004,0,346.00,SPY220803P00346000,0.89,-0.22,0.84,0.86,4,0.2952,-0.064,0.004,3
Wed Aug 03 2022,SPY220803C00348000,0,0,42.03,42.59,0,0.3207,0.9278,0.0044,0,348.00,SPY220803P00348000,1.03,-0.21,0.95,0.97,26,0.2924,-0.0716,0.0045,23
Wed Aug 03 2022,SPY220803C00350000,35.07,0,40.16,40.71,0,0.3157,0.9194,0.0049,12,350.00,SPY220803P00350000,1.04,-0.355,1.07,1.1,829,0.2889,-0.08,0.0049,913
Wed Aug 03 2022,SPY220803C00352000,37.74,0,38.32,38.86,0,0.3138,0.9101,0.0054,1,352.00,SPY220803P00352000,1.29,-0.28,1.22,1.24,52,0.2861,-0.0893,0.0054,28
Wed Aug 03 2022,SPY220803C00354000,0,0,36.49,37.02,0,0.3063,0.8998,0.0059,0,354.00,SPY220803P00354000,1.35,-0.41,1.38,1.41,28,0.283,-0.0997,0.0059,38
Wed Aug 03 2022,SPY220803C00355000,24.49,0,35.58,36.1,0,0.3037,0.8943,0.0062,2,355.00,SPY220803P00355000,1.51,-0.36,1.47,1.5,85,0.2816,-0.1052,0.0062,538
Wed Aug 03 2022,SPY220803C00356000,0,0,34.68,35.19,0,0.302,0.8884,0.0064,0,356.00,SPY220803P00356000,1.54,-0.44,1.57,1.59,66,0.2801,-0.111,0.0064,149
Wed Aug 03 2022,SPY220803C00358000,0,0,32.9,33.39,0,0.2976,0.876,0.007,0,358.00,SPY220803P00358000,1.8,-0.41,1.77,1.8,30,0.2776,-0.1235,0.007,35
Wed Aug 03 2022,SPY220803C00360000,24.56,0,31.14,31.62,0,0.2932,0.8625,0.0076,9,360.00,SPY220803P00360000,2.11,-0.355,2,2.03,186,0.2745,-0.1371,0.0076,465
Wed Aug 03 2022,SPY220803C00362000,28.8,0,29.4,29.87,0,0.2889,0.8477,0.0082,8,362.00,SPY220803P00362000,2.2,-0.55,2.25,2.28,117,0.2716,-0.1518,0.0082,13
Wed Aug 03 2022,SPY220803C00364000,0,0,27.7,28.14,0,0.2868,0.8318,0.0089,0,364.00,SPY220803P00364000,2.73,-0.33,2.54,2.56,55,0.2684,-0.1678,0.0089,147
Wed Aug 03 2022,SPY220803C00365000,26.34,0,26.85,27.29,0,0.2829,0.8233,0.0092,10,365.00,SPY220803P00365000,2.83,-0.415,2.69,2.72,39,0.2669,-0.1763,0.0092,323
Wed Aug 03 2022,SPY220803C00366000,20.65,0,26.02,26.44,0,0.2808,0.8146,0.0096,12,366.00,SPY220803P00366000,2.91,-0.495,2.84,2.88,201,0.2655,-0.1851,0.0096,61
Wed Aug 03 2022,SPY220803C00368000,0,0,24.37,24.77,0,0.2766,0.7961,0.0102,0,368.00,SPY220803P00368000,3.23,-0.535,3.18,3.22,120,0.262,-0.2036,0.0103,73
Wed Aug 03 2022,SPY220803C00370000,14.34,0,22.75,23.14,0,0.2729,0.7763,0.0109,7,370.00,SPY220803P00370000,3.61,-0.555,3.56,3.59,212,0.259,-0.2235,0.011,634
Wed Aug 03 2022,SPY220803C00372000,16.86,0,21.17,21.53,0,0.2688,0.7551,0.0116,4,372.00,SPY220803P00372000,4.57,-0.035,3.96,4,18,0.2556,-0.2447,0.0117,11
Wed Aug 03 2022,SPY220803C00374000,20.45,0.215,19.63,19.97,1,0.2647,0.7325,0.0124,13,374.00,SPY220803P00374000,4.49,-0.585,4.4,4.44,1,0.2522,-0.2673,0.0124,27
Wed Aug 03 2022,SPY220803C00375000,17.65,0,18.87,19.2,0,0.2625,0.7207,0.0127,248,375.00,SPY220803P00375000,4.61,-0.72,4.64,4.68,17,0.2505,-0.2792,0.0127,182
Wed Aug 03 2022,SPY220803C00376000,18.94,0.21,18.12,18.44,1,0.2605,0.7086,0.0131,456,376.00,SPY220803P00376000,4.75,-0.84,4.89,4.92,2,0.2485,-0.2914,0.0131,271
Wed Aug 03 2022,SPY220803C00378000,17.65,0.365,16.66,16.96,1,0.2565,0.6832,0.0138,433,378.00,SPY220803P00378000,5.59,-0.565,5.41,5.45,52,0.2448,-0.3168,0.0138,156
Wed Aug 03 2022,SPY220803C00380000,15.94,0.06,15.24,15.51,9,0.2528,0.6563,0.0144,260,380.00,SPY220803P00380000,5.93,-0.8,5.98,6.02,457,0.241,-0.3438,0.0145,311
Wed Aug 03 2022,SPY220803C00382000,13.72,-0.78,13.86,14.12,2,0.2483,0.628,0.0151,258,382.00,SPY220803P00382000,6.33,-1.03,6.59,6.64,37,0.2368,-0.3722,0.0151,296
Wed Aug 03 2022,SPY220803C00384000,12.42,-0.77,12.54,12.78,14,0.2441,0.5983,0.0157,185,384.00,SPY220803P00384000,7.09,-0.96,7.26,7.31,37,0.2327,-0.4021,0.0157,120
Wed Aug 03 2022,SPY220803C00385000,11.74,-0.82,11.9,12.13,193,0.2418,0.5829,0.0159,222,385.00,SPY220803P00385000,7.69,-0.72,7.62,7.67,229,0.231,-0.4176,0.016,281
Wed Aug 03 2022,SPY220803C00386000,11.04,-0.895,11.32,11.38,367,0.2396,0.5671,0.0162,604,386.00,SPY220803P00386000,8.2,-0.59,7.99,8.04,87,0.229,-0.4334,0.0163,101
Wed Aug 03 2022,SPY220803C00388000,10,-0.73,10.1,10.17,215,0.2355,0.5346,0.0167,358,388.00,SPY220803P00388000,8.82,-0.76,8.77,8.82,123,0.2246,-0.466,0.0167,113
Wed Aug 03 2022,SPY220803C00390000,9.2,-0.39,8.96,9.02,452,0.2308,0.5009,0.017,468,390.00,SPY220803P00390000,9.5,-0.94,9.62,9.67,466,0.2206,-0.5,0.0171,28
Wed Aug 03 2022,SPY220803C00392000,8.47,-0.04,7.88,7.94,40,0.2269,0.4662,0.0173,159,392.00,SPY220803P00392000,11.52,0.165,10.53,10.6,421,0.2156,-0.5349,0.0174,128
Wed Aug 03 2022,SPY220803C00394000,6.97,-0.525,6.87,6.92,114,0.2224,0.4306,0.0174,286,394.00,SPY220803P00394000,11.14,-1.21,11.44,11.65,149,0.2114,-0.5707,0.0175,6
Wed Aug 03 2022,SPY220803C00395000,6.47,-0.545,6.39,6.45,92,0.2202,0.4126,0.0174,347,395.00,SPY220803P00395000,13.2,0.33,11.96,12.18,3,0.2094,-0.5888,0.0175,6
Wed Aug 03 2022,SPY220803C00396000,6.01,-0.545,5.93,5.99,68,0.2185,0.3946,0.0173,398,396.00,SPY220803P00396000,13.15,-0.26,12.5,12.73,1,0.2072,-0.6071,0.0174,0
Wed Aug 03 2022,SPY220803C00398000,5.16,-0.515,5.08,5.13,4,0.214,0.3584,0.0171,181,398.00,SPY220803P00398000,15.6,0,13.63,13.89,0,0.2031,-0.6435,0.0173,6
Wed Aug 03 2022,SPY220803C00400000,4.25,-0.635,4.3,4.35,133,0.2106,0.3226,0.0167,1044,400.00,SPY220803P00400000,16.12,0.39,14.85,15.13,1,0.1989,-0.6797,0.0169,9
Wed Aug 03 2022,SPY220803C00402000,3.88,-0.29,3.61,3.66,7,0.2066,0.2876,0.0161,88,402.00,SPY220803P00402000,17.61,0,16.14,16.46,0,0.1948,-0.7152,0.0163,1
Wed Aug 03 2022,SPY220803C00404000,3.25,-0.27,3,3.05,16,0.2034,0.2538,0.0154,36,404.00,SPY220803P00404000,23.22,0,17.52,17.87,0,0.1884,-0.7494,0.0156,1
Wed Aug 03 2022,SPY220803C00405000,2.71,-0.52,2.72,2.77,250,0.2018,0.2375,0.015,113,405.00,SPY220803P00405000,31.23,0,18.23,18.6,0,0.1886,-0.766,0.0152,1
Wed Aug 03 2022,SPY220803C00406000,2.4,-0.555,2.47,2.51,106,0.2004,0.2217,0.0145,22,406.00,SPY220803P00406000,0,0,18.97,19.36,0,0.1865,-0.7821,0.0147,0
Wed Aug 03 2022,SPY220803C00408000,2,-0.44,2.01,2.05,116,0.1975,0.1915,0.0135,42,408.00,SPY220803P00408000,0,0,20.5,20.92,0,0.1824,-0.8128,0.0137,0
Wed Aug 03 2022,SPY220803C00410000,1.56,-0.465,1.62,1.66,91,0.1949,0.1637,0.0124,141,410.00,SPY220803P00410000,22.48,-0.435,22.1,22.56,4,0.178,-0.8412,0.0126,0
Wed Aug 03 2022,SPY220803C00412000,1.31,-0.345,1.3,1.34,47,0.1924,0.1385,0.0112,607,412.00,SPY220803P00412000,0,0,23.77,24.26,0,0.1734,-0.8671,0.0115,0
Wed Aug 03 2022,SPY220803C00414000,1,-0.34,1.03,1.06,112,0.1906,0.1159,0.01,171,414.00,SPY220803P00414000,39.41,0,25.5,26.02,0,0.1684,-0.8903,0.0103,1
Wed Aug 03 2022,SPY220803C00415000,0.97,-0.24,0.91,0.95,112,0.1897,0.1057,0.0094,118,415.00,SPY220803P00415000,30.39,0,26.39,26.92,0,0.1656,-0.9009,0.0097,1
Wed Aug 03 2022,SPY220803C00416000,0.83,-0.26,0.81,0.84,124,0.1891,0.0962,0.0088,143,416.00,SPY220803P00416000,0,0,27.29,27.83,0,0.1628,-0.9108,0.0091,0
Wed Aug 03 2022,SPY220803C00418000,0.73,-0.145,0.64,0.66,250,0.1871,0.0792,0.0077,40,418.00,SPY220803P00418000,0,0,29.11,29.68,0,0.1554,-0.9285,0.008,0
Wed Aug 03 2022,SPY220803C00420000,0.54,-0.165,0.5,0.52,14,0.1859,0.0648,0.0066,72,420.00,SPY220803P00420000,35.01,0,30.98,31.57,0,0.05,-0.9437,0.007,3
Wed Aug 03 2022,SPY220803C00422000,0.48,0,0.39,0.41,0,0.1851,0.0529,0.0056,1,422.00,SPY220803P00422000,0,0,32.42,34.45,0,0.05,-0.9564,0.006,0
Wed Aug 03 2022,SPY220803C00424000,0.39,0.39,0.31,0.32,194,0.185,0.043,0.0048,0,424.00,SPY220803P00424000,0,0,34.19,36.39,0,0.05,-0.967,0.0052,0
Wed Aug 03 2022,SPY220803C00425000,0.32,-0.085,0.27,0.28,137,0.1847,0.0388,0.0044,161,425.00,SPY220803P00425000,46.13,0,35.77,36.39,0,0.05,-0.9716,0.0048,2
Wed Aug 03 2022,SPY220803C00426000,0.31,0.31,0.24,0.25,664,0.1854,0.035,0.004,0,426.00,SPY220803P00426000,0,0,36.07,38.34,0,0.05,-0.9757,0.0045,0
Wed Aug 03 2022,SPY220803C00428000,0,0,0.19,0.2,0,0.185,0.0286,0.0034,0,428.00,SPY220803P00428000,0,0,37.9,40.31,0,0.05,-0.9829,0.0038,0
Wed Aug 03 2022,SPY220803C00430000,0.2,-0.035,0.15,0.16,168,0.1861,0.0234,0.0029,33,430.00,SPY220803P00430000,51.08,0,40.68,41.32,0,0,-0.9888,0.0033,4
Wed Aug 03 2022,SPY220803C00435000,0.15,0,0.08,0.1,0,0.1902,0.0144,0.0019,62,435.00,SPY220803P00435000,0,0,45.66,46.31,0,0,-0.9976,0.0014,0
Wed Aug 03 2022,SPY220803C00440000,0.07,0,0.05,0.06,0,0.1932,0.0091,0.0012,11,440.00,SPY220803P00440000,66.25,0,50.65,51.31,0,0,-1,0,0
Wed Aug 03 2022,SPY220803C00445000,0.05,0,0.03,0.04,0,0.1957,0.0059,0.0008,2,445.00,SPY220803P00445000,0,0,55.65,56.31,0,0,-1,0,0
Wed Aug 03 2022,SPY220803C00450000,0.03,-0.005,0.02,0.03,12,0.2029,0.004,0.0006,137,450.00,SPY220803P00450000,0,0,60.65,61.31,0,0,-1,0,0
Wed Aug 03 2022,SPY220803C00460000,0.02,0,0.01,0.02,0,0.2192,0.0022,0.0003,1,460.00,SPY220803P00460000,72.9,0,69.29,72.66,0,0,-1,0,1
Fri Aug 05 2022,SPY220805C00250000,0,0,138.96,139.62,0,0.7771,0.9971,0.0001,0,250.00,SPY220805P00250000,0.04,-0.005,0.03,0.04,113,0.5704,-0.0023,0.0001,1404
Fri Aug 05 2022,SPY220805C00255000,0,0,133.98,134.63,0,0.7489,0.9968,0.0001,0,255.00,SPY220805P00255000,0.06,0,0.04,0.05,0,0.5602,-0.0026,0.0001,97
Fri Aug 05 2022,SPY220805C00260000,0,0,128.99,129.64,0,0.7193,0.9965,0.0001,0,260.00,SPY220805P00260000,0.07,0,0.04,0.05,0,0.5364,-0.003,0.0001,2286
Fri Aug 05 2022,SPY220805C00265000,0,0,124,124.65,0,0.6901,0.996,0.0002,0,265.00,SPY220805P00265000,0.05,-0.025,0.05,0.06,2,0.5195,-0.0034,0.0002,163
Fri Aug 05 2022,SPY220805C00270000,0,0,119.01,119.67,0,0.6635,0.9956,0.0002,0,270.00,SPY220805P00270000,0.07,-0.01,0.06,0.07,1,0.5051,-0.0039,0.0002,442
Fri Aug 05 2022,SPY220805C00275000,0,0,114.03,114.68,0,0.6362,0.995,0.0002,0,275.00,SPY220805P00275000,0.07,-0.025,0.06,0.07,1,0.482,-0.0044,0.0002,254
Fri Aug 05 2022,SPY220805C00280000,0,0,109.05,109.7,0,0.6101,0.9943,0.0003,0,280.00,SPY220805P00280000,0.09,-0.015,0.07,0.08,9,0.4682,-0.0051,0.0003,283
Fri Aug 05 2022,SPY220805C00285000,0,0,104.07,104.72,0,0.5842,0.9935,0.0003,0,285.00,SPY220805P00285000,0.13,0.005,0.09,0.1,1,0.4575,-0.006,0.0003,339
Fri Aug 05 2022,SPY220805C00290000,0,0,99.1,99.75,0,0.5568,0.9925,0.0004,0,290.00,SPY220805P00290000,0.11,-0.035,0.1,0.11,8,0.4396,-0.007,0.0004,233
Fri Aug 05 2022,SPY220805C00295000,0,0,94.12,94.77,0,0.5351,0.9912,0.0005,0,295.00,SPY220805P00295000,0.12,-0.045,0.12,0.13,1,0.4256,-0.0082,0.0005,5260
Fri Aug 05 2022,SPY220805C00300000,0,0,89.15,89.8,0,0.5115,0.9897,0.0006,0,300.00,SPY220805P00300000,0.15,-0.035,0.14,0.15,12,0.4102,-0.0097,0.0006,492
Fri Aug 05 2022,SPY220805C00305000,0,0,84.19,84.84,0,0.4864,0.9878,0.0007,0,305.00,SPY220805P00305000,0.18,-0.035,0.16,0.17,21,0.3971,-0.0116,0.0007,294
Fri Aug 05 2022,SPY220805C00310000,0,0,79.23,79.88,0,0.4642,0.9855,0.0009,0,310.00,SPY220805P00310000,0.2,-0.055,0.19,0.2,27,0.3822,-0.0139,0.0009,204
Fri Aug 05 2022,SPY220805C00315000,0,0,74.28,74.92,0,0.4363,0.9826,0.001,0,315.00,SPY220805P00315000,0.25,-0.055,0.23,0.24,10,0.3682,-0.0168,0.001,10226
Fri Aug 05 2022,SPY220805C00320000,62.37,0,69.33,69.97,0,0.4146,0.9789,0.0013,8,320.00,SPY220805P00320000,0.31,-0.055,0.28,0.29,14,0.3544,-0.0205,0.0013,632
Fri Aug 05 2022,SPY220805C00325000,0,0,64.41,65.04,0,0.3945,0.9741,0.0016,0,325.00,SPY220805P00325000,0.36,-0.085,0.34,0.35,248,0.3404,-0.0254,0.0016,1654
Fri Aug 05 2022,SPY220805C00330000,59.9,0.15,59.51,60.13,1,0.3749,0.9676,0.002,0,330.00,SPY220805P00330000,0.46,-0.105,0.43,0.44,55,0.3284,-0.0319,0.002,880
Fri Aug 05 2022,SPY220805C00335000,45.16,0,54.65,55.25,0,0.3579,0.9588,0.0025,10,335.00,SPY220805P00335000,0.58,-0.145,0.55,0.56,668,0.3185,-0.0407,0.0025,21317
Fri Aug 05 2022,SPY220805C00340000,48.94,0,49.85,50.43,0,0.3429,0.947,0.0032,5,340.00,SPY220805P00340000,0.77,-0.175,0.72,0.74,797,0.309,-0.0525,0.0032,1709
Fri Aug 05 2022,SPY220805C00342000,0,0,47.94,48.52,0,0.3372,0.9412,0.0035,0,342.00,SPY220805P00342000,0.86,-0.195,0.81,0.83,802,0.3053,-0.0583,0.0035,641
Fri Aug 05 2022,SPY220805C00344000,0,0,46.05,46.62,0,0.3319,0.9347,0.0039,0,344.00,SPY220805P00344000,0.96,-0.215,0.91,0.93,528,0.3021,-0.0648,0.0039,643
Fri Aug 05 2022,SPY220805C00345000,33.89,0,45.11,45.68,0,0.3292,0.9312,0.004,2,345.00,SPY220805P00345000,0.98,-0.26,0.96,0.98,2374,0.3,-0.0683,0.004,870
Fri Aug 05 2022,SPY220805C00346000,33.06,0,44.18,44.74,0,0.3267,0.9276,0.0042,2,346.00,SPY220805P00346000,1.07,-0.24,1.02,1.04,11,0.2989,-0.072,0.0042,221
Fri Aug 05 2022,SPY220805C00348000,33.4,0,42.31,42.86,0,0.3217,0.9196,0.0046,1,348.00,SPY220805P00348000,1.19,-0.275,1.15,1.17,115,0.2958,-0.0799,0.0046,235
Fri Aug 05 2022,SPY220805C00350000,41.3,0.445,40.47,41,2,0.3198,0.9108,0.0051,14,350.00,SPY220805P00350000,1.33,-0.305,1.29,1.31,3058,0.2925,-0.0887,0.0051,940
Fri Aug 05 2022,SPY220805C00352000,30.8,0,38.64,39.16,0,0.3123,0.9012,0.0055,5,352.00,SPY220805P00352000,1.5,-0.325,1.45,1.48,253,0.2893,-0.0984,0.0055,506
Fri Aug 05 2022,SPY220805C00354000,31.57,0,36.83,37.34,0,0.3079,0.8906,0.006,9,354.00,SPY220805P00354000,1.65,-0.38,1.64,1.66,78,0.2865,-0.109,0.006,416
Fri Aug 05 2022,SPY220805C00355000,30.58,0,35.93,36.44,0,0.3057,0.8849,0.0062,23,355.00,SPY220805P00355000,1.78,-0.36,1.74,1.76,145,0.2848,-0.1147,0.0063,10406
Fri Aug 05 2022,SPY220805C00356000,34.63,0,35.04,35.54,0,0.3037,0.879,0.0065,2,356.00,SPY220805P00356000,1.84,-0.42,1.84,1.86,24,0.2833,-0.1206,0.0065,351
Fri Aug 05 2022,SPY220805C00358000,0,0,33.27,33.76,0,0.2992,0.8665,0.007,0,358.00,SPY220805P00358000,1.97,-0.54,2.06,2.08,321,0.2806,-0.1332,0.0071,3467
Fri Aug 05 2022,SPY220805C00360000,32.05,0.05,31.53,32,1,0.2953,0.8529,0.0076,42,360.00,SPY220805P00360000,2.36,-0.43,2.31,2.33,903,0.2777,-0.1468,0.0076,3449
Fri Aug 05 2022,SPY220805C00362000,30.21,0,29.81,30.26,0,0.2911,0.8382,0.0082,7,362.00,SPY220805P00362000,2.51,-0.585,2.58,2.6,87,0.275,-0.1616,0.0082,416
Fri Aug 05 2022,SPY220805C00363000,21.48,0,28.96,29.4,0,0.2908,0.8304,0.0085,3,363.00,SPY220805P00363000,2.77,-0.48,2.72,2.75,107,0.2732,-0.1693,0.0085,743
Fri Aug 05 2022,SPY220805C00364000,28.53,0,28.12,28.55,0,0.2871,0.8224,0.0088,2,364.00,SPY220805P00364000,2.79,-0.62,2.87,2.9,140,0.2716,-0.1774,0.0088,630
Fri Aug 05 2022,SPY220805C00365000,27.29,0,27.28,27.71,0,0.2851,0.814,0.0091,26,365.00,SPY220805P00365000,3.06,-0.53,3.03,3.06,313,0.2702,-0.1858,0.0091,1026
Fri Aug 05 2022,SPY220805C00366000,26.9,0,26.46,26.87,0,0.283,0.8054,0.0094,28,366.00,SPY220805P00366000,3.2,-0.57,3.2,3.22,155,0.2685,-0.1944,0.0094,564
Fri Aug 05 2022,SPY220805C00367000,26.58,0,25.63,26.04,0,0.2812,0.7965,0.0097,5,367.00,SPY220805P00367000,3.41,-0.555,3.37,3.4,58,0.267,-0.2034,0.0098,519
Fri Aug 05 2022,SPY220805C00367500,20.96,0,25.23,25.63,0,0.2801,0.7919,0.0099,2,367.50,SPY220805P00367500,3.46,-0.59,3.46,3.49,85,0.2661,-0.208,0.0099,322
Fri Aug 05 2022,SPY220805C00368000,22.7,0,24.82,25.22,0,0.279,0.7872,0.01,42,368.00,SPY220805P00368000,3.61,-0.545,3.55,3.58,38,0.265,-0.2126,0.0101,161
Fri Aug 05 2022,SPY220805C00369000,16.23,0,24.02,24.4,0,0.2774,0.7777,0.0104,20,369.00,SPY220805P00369000,3.85,-0.5,3.74,3.77,90,0.2637,-0.2222,0.0104,371
Fri Aug 05 2022,SPY220805C00370000,24.67,0.885,23.22,23.6,191,0.2753,0.7679,0.0107,150,370.00,SPY220805P00370000,3.93,-0.63,3.94,3.96,3023,0.2618,-0.232,0.0107,4266
Fri Aug 05 2022,SPY220805C00371000,19.23,0,22.43,22.8,0,0.2733,0.7577,0.011,71,371.00,SPY220805P00371000,4.06,-0.72,4.14,4.17,97,0.2602,-0.2422,0.011,333
Fri Aug 05 2022,SPY220805C00372000,17.47,0,21.65,22.01,0,0.2709,0.7473,0.0113,154,372.00,SPY220805P00372000,4.36,-0.65,4.36,4.39,249,0.2588,-0.2527,0.0114,403
Fri Aug 05 2022,SPY220805C00372500,13.02,0,21.26,21.61,0,0.2713,0.7419,0.0115,109,372.50,SPY220805P00372500,4.51,-0.615,4.47,4.5,202,0.2574,-0.2581,0.0115,454
Fri Aug 05 2022,SPY220805C00373000,21.07,-0.415,20.88,21.22,8,0.2692,0.7365,0.0116,126,373.00,SPY220805P00373000,4.46,-0.785,4.58,4.61,129,0.2568,-0.2636,0.0117,275
Fri Aug 05 2022,SPY220805C00374000,20.56,0,20.11,20.45,0,0.2671,0.7254,0.012,164,374.00,SPY220805P00374000,4.8,-0.695,4.81,4.84,435,0.2548,-0.2747,0.012,361
Fri Aug 05 2022,SPY220805C00375000,20.01,0.04,19.36,19.69,5,0.2662,0.714,0.0123,526,375.00,SPY220805P00375000,5.22,-0.525,5.05,5.08,2816,0.2531,-0.2862,0.0123,887
Fri Aug 05 2022,SPY220805C00376000,18.99,-0.245,18.62,18.93,6,0.2636,0.7022,0.0126,314,376.00,SPY220805P00376000,5.53,-0.485,5.31,5.34,51,0.2515,-0.298,0.0126,311
Fri Aug 05 2022,SPY220805C00377000,18.01,-0.5,17.88,18.19,1,0.261,0.6901,0.0129,303,377.00,SPY220805P00377000,5.58,-0.705,5.57,5.6,169,0.2495,-0.3101,0.013,385
Fri Aug 05 2022,SPY220805C00377500,17.64,-0.515,17.52,17.82,1,0.2607,0.6839,0.0131,157,377.50,SPY220805P00377500,6.13,-0.295,5.7,5.73,219,0.2488,-0.3163,0.0131,470
Fri Aug 05 2022,SPY220805C00378000,17.75,-0.05,17.16,17.46,3,0.2606,0.6777,0.0132,349,378.00,SPY220805P00378000,5.95,-0.615,5.84,5.87,161,0.2473,-0.3226,0.0133,911
Fri Aug 05 2022,SPY220805C00379000,16.78,-0.31,16.45,16.73,20,0.2579,0.665,0.0135,427,379.00,SPY220805P00379000,6.31,-0.555,6.12,6.16,147,0.2458,-0.3354,0.0136,346
Fri Aug 05 2022,SPY220805C00380000,16.14,-0.25,15.75,16.02,33,0.2552,0.6519,0.0138,441,380.00,SPY220805P00380000,6.48,-0.685,6.41,6.45,869,0.244,-0.3485,0.0139,1256
Fri Aug 05 2022,SPY220805C00381000,16.03,0.335,15.06,15.32,2,0.2536,0.6385,0.0141,549,381.00,SPY220805P00381000,6.68,-0.795,6.72,6.75,326,0.2419,-0.362,0.0142,500
Fri Aug 05 2022,SPY220805C00382000,15.02,0,14.38,14.63,11,0.2509,0.6247,0.0144,594,382.00,SPY220805P00382000,7.18,-0.625,7.04,7.07,73,0.2399,-0.3758,0.0145,311
Fri Aug 05 2022,SPY220805C00382500,12.61,-2.08,14.04,14.29,1,0.2499,0.6177,0.0146,469,382.50,SPY220805P00382500,7.32,-0.655,7.2,7.24,1,0.2391,-0.3828,0.0146,218
Fri Aug 05 2022,SPY220805C00383000,12.87,-1.49,13.71,13.96,101,0.2485,0.6107,0.0147,555,383.00,SPY220805P00383000,7.05,-1.09,7.36,7.4,58,0.238,-0.3899,0.0148,440
Fri Aug 05 2022,SPY220805C00384000,13.56,-0.15,13.06,13.29,34,0.2466,0.5963,0.015,445,384.00,SPY220805P00384000,7.43,-1.065,7.71,7.74,184,0.2359,-0.4044,0.015,476
Fri Aug 05 2022,SPY220805C00385000,12.47,-0.57,12.42,12.64,1126,0.2449,0.5815,0.0152,468,385.00,SPY220805P00385000,8,-0.85,8.06,8.1,498,0.2337,-0.4192,0.0153,910
Fri Aug 05 2022,SPY220805C00386000,11.87,-0.545,11.84,11.89,630,0.2423,0.5665,0.0154,686,386.00,SPY220805P00386000,8.51,-0.725,8.43,8.47,368,0.2314,-0.4343,0.0155,389
Fri Aug 05 2022,SPY220805C00387000,11.17,-0.66,11.22,11.28,520,0.2397,0.5512,0.0157,283,387.00,SPY220805P00387000,8.8,-0.815,8.81,8.85,1314,0.2296,-0.4498,0.0158,291
Fri Aug 05 2022,SPY220805C00387500,10.97,-0.57,10.92,10.97,443,0.2388,0.5434,0.0158,294,387.50,SPY220805P00387500,9.04,-0.795,9.01,9.05,267,0.2281,-0.4576,0.0159,315
Fri Aug 05 2022,SPY220805C00388000,10.6,-0.635,10.62,10.68,299,0.2377,0.5355,0.0159,266,388.00,SPY220805P00388000,9.12,-0.9,9.21,9.25,339,0.2275,-0.4655,0.016,607
Fri Aug 05 2022,SPY220805C00389000,10.06,-0.605,10.04,10.09,404,0.2361,0.5196,0.0161,713,389.00,SPY220805P00389000,9.79,-0.645,9.63,9.67,450,0.2253,-0.4816,0.0162,1325
Fri Aug 05 2022,SPY220805C00390000,9.47,-0.625,9.47,9.52,995,0.2339,0.5034,0.0162,1399,390.00,SPY220805P00390000,10.24,-0.63,10.06,10.1,562,0.2229,-0.4979,0.0163,1577
Fri Aug 05 2022,SPY220805C00391000,8.79,-0.745,8.91,8.96,184,0.2313,0.4869,0.0164,280,391.00,SPY220805P00391000,10.44,-0.875,10.5,10.55,429,0.2207,-0.5144,0.0165,1053
